Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:00:00,MODELIA E-9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,11001000,AUTOMOVIL,HYUNDAI,I10GL,2013,ROJO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:00:00,CASABLANCA I     E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,53,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,MAZDA,323,1995,ROJO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:30:00,EL CORTIJO E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,58,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2019,GRIS,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:30:00,LA PRADERA NORTE E-1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,CAMION,CHEVROLET,NHR,2008,BLANCO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2:30:00,BELLO HORIZONTE E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,41,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,AUTOMOVIL,KIA,PICANTO EKOTAXI + LX,2015,AMARILLO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:10:00,URB. SAN EUSEBIO E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,11001000,MOTOCICLETA,AKT,AK 180-2,2017,NEGRO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:15:00,SANTA LIBRADA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SAIL,2017,NEGRO GRAFITO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:40:00,LA RIVIERA E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PUBLICO,-,SECUNDARIA,11001000,AUTOMOVIL,MAZDA,323 HE,1992,GRIS,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,8:20:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,ROJO,1
01/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:35:00,MONTE BELLO E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,TAXI,HYUNDAI,ATOS PRIME GL,2010,AMARILLO,1
01/09/2018,CUNDINAMARCA,FUNZA,Sábado,15:30:00,BACATA CACIQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25286000,BUS,CHEVROLET,NHR,,BLANCO,1
01/09/2018,CUNDINAMARCA,SOACHA,Sábado,21:00:00,JUAN PABLO I,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25754000,CAMIONETA,KIA,LINEA STANDARD,2011,NEGRO GRAFITO,1
01/09/2018,META,LEJANÍAS,Sábado,20:00:00,VEREDA EL ROBLE,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,SECUNDARIA,50400000,CAMIONETA,TOYOTA,HILUX,2014,PLATEADO,1
01/09/2018,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,0:05:00,BARRIO BLANCO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,UNION LIBRE,VENEZUELA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,CAMIONETA,DAIHATSU,TERIOS,2006,NEGRO,1
01/09/2018,VALLE,CALI (CT),Sábado,23:00:00,SAN CAYETANO E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,UNION LIBRE,ITALIA,INDEPENDIENTE,DIBUJANTE TECNICO,SUPERIOR,76001000,CAMIONETA,SSANGYONG,KORANDO C,2015,BLANCO,1
01/09/2018,VALLE,CALI (CT),Sábado,20:30:00,LA CASCADA E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,84,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,HYUNDAI,SANTRO GL,2007,AZUL,1
01/09/2018,VALLE,CALI (CT),Sábado,6:00:00,CIUDAD TALANGA E21,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMIONETA,MAZDA,B22CS9,2001,GRIS,1
01/09/2018,VALLE,CALI (CT),Sábado,10:30:00,NORMANDIA E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,76001000,AUTOMOVIL,KIA,CERATO PRO SX,2017,PLATA,1
01/09/2018,VALLE,CALI (CT),Sábado,15:30:00,CIUDAD 2000 E16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SPARK,2019,NEGRO,1
01/09/2018,VALLE,CALI (CT),Sábado,4:30:00,VILLA DEL LAGO E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SWIFT,2000,PLATA NIQUEL,1
01/09/2018,VALLE,CALI (CT),Sábado,20:40:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,71,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,76001000,AUTOMOVIL,KIA,PICANTO EX,2015,PLATEADO,1
01/09/2018,VALLE,CALI (CT),Sábado,12:40:00,ALAMEDA E9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,KIA,CERATO PRO SX,2018,BLANCO,1
01/09/2018,VALLE,CALI (CT),Sábado,12:40:00,LOS PORTALES - NUEVO REY E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,FEMENINO,DIVORCIADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,CAMIONETA,MAZDA,CX-5,2016,BLANCO,1
01/09/2018,VALLE,CALI (CT),Sábado,18:20:00,URBANIZACION LA FLORA E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2018,BLANCO,1
01/09/2018,VALLE,CANDELARIA,Sábado,23:00:00,URB. POBLADO CAMPESTRE (23-S-6-3),RURAL,CARRETERA,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,TÉCNICO EN GESTIÓN JUDICIAL Y CRIMINALÍSTICA,TECNICO,76130000,CAMIONETA,CHEVROLET,CAPTIVA,2011,PLATA,1
01/09/2018,VALLE,JAMUNDÍ,Sábado,13:00:00,RANCHO ALEGRE (24-S-02),RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76364000,CAMIONETA,NISSAN,NAVARA,2014,BLANCO,1
02/09/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:00:00,CARIBE C-5,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,5001000,CAMIONETA,MAZDA,BT 50,2009,BLANCO,1
02/09/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,0:00:00,GIRARDOT C-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,323 NB,1993,STRATO PLATA,1
02/09/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,9:00:00,SANTA CRUZ  C-2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,5001000,CAMIONETA,NISSAN,PATROL,2001,GRIS,1
02/09/2018,ANTIOQUIA,RIONEGRO,Domingo,17:00:00,LA FLORIDA,RURAL,TRAMO DE VIA,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5615000,AUTOMOVIL,CHEVROLET,SPARK,2009,GRIS,1
02/09/2018,CAUCA,EL TAMBO,Domingo,23:30:00,Paraiso,URBANA,PARQUEADERO,NO REPORTADO,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,19256000,AUTOMOVIL,MAZDA,1.6 SEDÁN AUT,1989,BLANCO,1
02/09/2018,CESAR,VALLEDUPAR (CT),Domingo,0:00:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,20001000,CAMIONETA,NISSAN,FRONTIER,2011,BLANCO,1
02/09/2018,CESAR,VALLEDUPAR (CT),Domingo,6:40:00,LA POPA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,2008,GRIS,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:00:00,OLARTE E-7,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,11001000,AUTOMOVIL,RENAULT,LINEA STANDARD,2011,NEGRO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:00:00,CIUDADELA COLSUBSIDIO E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,20,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,11001000,AUTOMOVIL,HYUNDAI,GRAND I10,2016,ROJO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,15:00:00,EL CORZO E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1992,VERDE,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,22:30:00,VERAGUAS CENTRAL IV SECTOR E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,39,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2007,AZUL BAHIA,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:30:00,SANTA FE E-14,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,CAMIONETA,CHEVROLET,TRACKER,2015,VINOTINTO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,6:00:00,LAS MARGARITAS E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,72,MASCULINO,CASADO,COLOMBIA,PENSIONADO,-,TECNICO,11001000,AUTOMOVIL,HYUNDAI,i 10 GL,2012,PLATA,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:00:00,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,BLANCO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,11:30:00,BARRIOS UNIDOS E-12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,75,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,AUTOMOVIL,HYUNDAI,i 10 GL,2012,PLATA,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,13:30:00,TUNALITO E-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,CHEVROLET,SPARK,2008,ROJO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,7:30:00,CASTILLA LA NUEVA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,46,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNOLOGO,11001000,AUTOMOVIL,KIA,PICANTO LX,2014,GRIS,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:45:00,LA CABAÑA E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,CAMIONETA,CHEVROLET,CAPTIVA SPORT,2011,PLATA,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:20:00,OLAYA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO LX,2016,NEGRO,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:10:00,SUBA CENTRO E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,31,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,SUPERIOR,11001000,AUTOMOVIL,KIA,PICANTO EX,2013,PLATA,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:05:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SUPERIOR,11001000,AUTOMOVIL,HYUNDAI,I10GL,2015,GRIS,1
02/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,13:45:00,TIMIZA CELULA A E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,40,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,BLANCO,1
02/09/2018,CUNDINAMARCA,FUNZA,Domingo,10:18:00,PROVIVIENDA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,52,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25286000,AUTOMOVIL,RENAULT,9 BRIO 1.3,,ESTRATO DE PERLA,1
02/09/2018,CUNDINAMARCA,FUSAGASUGÁ,Domingo,0:00:00,GRAN COLOMBIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,25290000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,,NEGRO,1
02/09/2018,NARIÑO,PASTO (CT),Domingo,4:59:00,RECUERDO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,52001000,CAMIONETA,CHEVROLET,LUV TFR 2B,1989,VERDE,1
02/09/2018,SANTANDER,GIRÓN,Domingo,10:00:00,VILLA CAROLINA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,59,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,68307000,CAMIONETA,CHEVROLET,LUV TFR LWB,1996,BLANCO,1
02/09/2018,TOLIMA,ORTEGA,Domingo,15:40:00,VRDA. PASO ANCHO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73504000,CAMIONETA,NISSAN,FRONTIER,2007,BLANCO,1
02/09/2018,VALLE,CALI (CT),Domingo,21:00:00,SILOE E20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO TAXI,CONDUCTOR TAXI,68,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,TAXI,HYUNDAI,LINEA STANDARD,2012,AMARILLO,1
02/09/2018,VALLE,CALI (CT),Domingo,17:00:00,LILI E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,76001000,AUTOMOVIL,CHEVROLET,SPARK,2016,PLATA,1
02/09/2018,VALLE,CALI (CT),Domingo,11:00:00,CALIMIO DESEPAZ E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1990,VERDE,1
02/09/2018,VALLE,CALI (CT),Domingo,20:30:00,LOURDES E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,76001000,AUTOMOVIL,CHEVROLET,SAIL,2018,GRIS,1
02/09/2018,VALLE,CALI (CT),Domingo,7:00:00,SAN JUDAS TADEO I E10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,3LXNA7,2008,CREMA,1
02/09/2018,VALLE,CALI (CT),Domingo,18:30:00,NUEVA FLORESTA E12,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,KIA,RIO,2018,PLATEADO,1
02/09/2018,VALLE,CALI (CT),Domingo,10:28:00,CALIMA E4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,CAMPERO,MITSUBISHI,MONTERO,1995,VERDE,1
02/09/2018,VALLE,CALI (CT),Domingo,16:16:00,CGTO PANCE E22,RURAL,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,76001000,AUTOMOVIL,MAZDA,626 L,1991,STRATO PLATA,1
03/09/2018,ANTIOQUIA,BELLO,Lunes,17:00:00,LA CABAÑA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5088000,AUTOMOVIL,MAZDA,3 ALL NEW,2014,NEGRO,1
03/09/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,0:00:00,CORAZON DE JESUS C-10,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,5001000,AUTOMOVIL,CHEVROLET,SAIL,2016,GRIS,1
03/09/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,10:00:00,EL CHAGUALO C-10,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,AUTOMOVIL,MAZDA,CX-7,2008,NEGRO,1
03/09/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,17:00:00,NARANJAL C-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,86,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,5001000,AUTOMOVIL,RENAULT,MEGANE ODEON,2010,GRIS,1
03/09/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,0:30:00,CRISTO REY C-15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR VEHICULO,30,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SUPERIOR,5001000,AUTOMOVIL,MAZDA,2,2016,ROJO,1
03/09/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,4:45:00,KENNEDY C-6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,NO REPORTA,-,SECUNDARIA,5001000,AUTOMOVIL,CHEVROLET,SAIL,2018,GRIS,1
03/09/2018,CAUCA,EL TAMBO,Lunes,21:00:00,LA CONCORDIA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,19256000,CAMPERO,MITSUBISHI,V12VN,1995,GRIS,1
03/09/2018,CAUCA,EL TAMBO,Lunes,1:00:00,PATIO BONITO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19256000,CAMIONETA,MAZDA,B 2200,1995,BLANCO,1
03/09/2018,CÓRDOBA,MONTELÍBANO,Lunes,0:00:00,CGTO RUSIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,23466000,CAMIONETA,FORD,F 150,2013,BLANCO,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,23:00:00,URB. TIBANA E-16,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,56,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,11001000,AUTOMOVIL,CHEVROLET,ZAFIRA,2006,NEGRO,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,22:30:00,VILLA ALSACIA E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,47,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,CAMPERO,KIA,SORENTO EX,2014,GRIS,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,7:00:00,SAN FRANCISCO E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,23:30:00,SAN JOSE DE BAVARIA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,54,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,AUTOMOVIL,KIA,PICANTO EKOTAXI + LX,2014,AMARILLO,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,14:30:00,JERUSALÉN E-19,URBANA,GARAJE,LLAVE MAESTRA,A PIE,A PIE,48,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,11001000,CAMIONETA,SUZUKI,GRAND VITARA SZ,2010,GRIS,1
03/09/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,19:50:00,LA CABAÑA E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,57,MASCULINO,SEPARADO,COLOMBIA,NO REPORTA,-,SUPERIOR,11001000,CAMPERO,MITSUBISHI,MONTERO,1991,VERDE,1
