"","Fecha","Departamento","Municipio","Día","Hora","Barrio","Zona","Clase.de.sitio","Arma.empleada","Móvil.Agresor","Móvil.Victima","Edad","Sexo","Estado.civil","País.de.nacimiento","Clase.de.empleado","Profesión","Escolaridad","CLASE","MARCA","LINEA","MODELO","COLOR","Mes","Dia.Mes","Hora.dia"
"4075",2018-06-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","9:30:00","SANTA CECILIA E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",38,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNICO","VEHICULO-PANEL","CHEVROLET","SPARK",2016,"BLANCO",6,3,9
"4076",2018-06-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","21:45:00","CASA DE TEJA E-19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",42,"MASCULINO","UNION LIBRE","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMION","CHEVROLET","NKR",2007,"AZUL",6,3,21
"4077",2018-06-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","19:20:00","TOBERIN ORIENTAL E-1","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",54,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMPERO","CHEVROLET","TROOPER",1994,"AZUL",6,3,19
"4078",2018-06-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","12:20:00","URB. LOS COMUNEROS E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",25,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","AUTOMOVIL","HYUNDAI","I10GL",2012,"BLANCO",6,3,12
"4079",2018-06-03,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Domingo","17:55:00","URB. TIBANA E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",33,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","CHEVROLET","SPARK",2018,"NEGRO",6,3,17
"4081",2018-06-03,"NORTE DE SANTANDER","CÚCUTA (CT)","Domingo","3:00:00","BARRIO PRADOS DEL ESTE","URBANA","VIAS PUBLICAS","NO REPORTADO","A PIE","A PIE",29,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","FIAT","UNO WAY",2013,"PLATA",6,3,3
"4082",2018-06-03,"PUTUMAYO","ORITO","Domingo","8:00:00","LA PAZ","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",51,"MASCULINO","CASADO","COLOMBIA","COMERCIANTE","DESCONOCIDO","SUPERIOR","AUTOMOVIL","NISSAN","LINEA STANDARD",2012,"BLANCO",6,3,8
"4083",2018-06-03,"VALLE","CALI (CT)","Domingo","22:00:00","EL TRONCAL E8","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",41,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","MAZDA","2",2017,"GRIS",6,3,22
"4084",2018-06-03,"VALLE","CALI (CT)","Domingo","19:00:00","LILI E17","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",65,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","TECNICO","CAMIONETA","TOYOTA","HILUX",2004,"GRIS",6,3,19
"4085",2018-06-03,"VALLE","CALI (CT)","Domingo","10:30:00","PROMOCIONES POPULARES E14","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",62,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","MAZDA","323 NTF",1997,"GRIS",6,3,10
"4086",2018-06-03,"VALLE","CALI (CT)","Domingo","16:30:00","LOURDES E18","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",45,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","HYUNDAI","TUCSON GL",2010,"PLATEADO",6,3,16
"4087",2018-06-03,"VALLE","CALI (CT)","Domingo","6:30:00","EUCARISTICO E19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",42,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","ADMINISTRACION  DE EMPRESAS","SUPERIOR","CAMIONETA","MAZDA","CX-5",2017,"GRIS",6,3,6
"4088",2018-06-03,"VALLE","JAMUNDÍ","Domingo","15:00:00","SIMON BOLIVAR I E24","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",39,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","KIA","PICANTO EX",2016,"GRIS",6,3,15
"4089",2018-06-04,"ANTIOQUIA","EL CARMEN DE VIBORAL","Lunes","16:00:00","TAHAMIES","URBANA","VIAS PUBLICAS","NO REPORTADO","A PIE","A PIE",43,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","AUTOMOVIL","MAZDA","323",1988,"NEGRO Y BLANCO",6,4,16
"4090",2018-06-04,"ANTIOQUIA","MEDELLÍN (CT)","Lunes","22:00:00","JESUS NAZARENO C-10","URBANA","SECTOR COMERCIO","LLAVE MAESTRA","A PIE","A PIE",41,"MASCULINO","SOLTERO","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","HYUNDAI","ACCENT GLS",2011,"AMARILLO TRANSITO",6,4,22
"4091",2018-06-04,"CAUCA","CALOTO","Lunes","9:00:00","VDA EL NILO","RURAL","FINCAS Y SIMILARES","LLAVE MAESTRA","A PIE","A PIE",49,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","JMC","JX 1021 T3",2011,"ROJO",6,4,9
"4092",2018-06-04,"CAUCA","CALOTO","Lunes","9:00:00","VDA EL NILO","RURAL","FINCAS Y SIMILARES","LLAVE MAESTRA","A PIE","A PIE",49,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","VOLQUETA","JAC","HFC3251KR1",2013,"BLANCO",6,4,9
"4093",2018-06-04,"CAUCA","POPAYÁN (CT)","Lunes","4:00:00","CIUDADELA DE SAN EDUARDO","URBANA","BAHIA","LLAVE MAESTRA","A PIE","A PIE",29,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","LUV",1997,"PLATA",6,4,4
"4094",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","22:00:00","PRADO VERANIEGO NORTE E-11","URBANA","VEHICULO","ARMA DE FUEGO","A PIE","A PIE",35,"FEMENINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","MERCEDES BENZ","LINEA STANDARD",2015,"PLATEADO",6,4,22
"4095",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","17:00:00","PATIO BONITO I E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",57,"MASCULINO","CASADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","PRIMARIA","CAMIONETA","MAZDA","BT 50",2011,"GRIS",6,4,17
"4096",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","23:00:00","LUCERO ALTO E-19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",47,"MASCULINO","CASADO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","SPRINT",1991,"BLANCO",6,4,23
"4097",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","21:30:00","GALERIAS E-13","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",29,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PUBLICO","DESCONOCIDO","SUPERIOR","AUTOMOVIL","MAZDA","3",2010,"PLATA",6,4,21
"4098",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","3:00:00","SANTA ROSA E-16","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",57,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","NHR",2009,"BLANCO",6,4,3
"4099",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","11:30:00","DANUBIO AZUL I Y II SECTOR E-7","URBANA","VIAS PUBLICAS","ESCOPOLAMINA","A PIE","CONDUCTOR VEHICULO",44,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","CAMION","CHEVROLET","NKR",2009,"ROJO",6,4,11
"4100",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","21:40:00","PUENTE ARANDA E-16","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",23,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","SUZUKI","SWIFT 1.2 MT",2018,"PLATA",6,4,21
"4101",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","21:40:00","PUENTE ARANDA E-16","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",23,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHERY","TIGGO SQR7200 T117",2014,"BLANCO",6,4,21
"4102",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","3:30:00","SIERRA MORENA E-19","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",48,"MASCULINO","SOLTERO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","SECUNDARIA","CAMION","CHEVROLET","NPR",1997,"BLANCO",6,4,3
"4103",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","21:50:00","LA CONSOLACIÓN E-10","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",57,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMPERO","FORD","EDGE",2014,"PLATA",6,4,21
"4104",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","9:50:00","BOYACA REAL E-10","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",54,"FEMENINO","UNION LIBRE","COLOMBIA","EMPLEADO PUBLICO","TRABAJO SOCIAL","SUPERIOR","CAMIONETA","MAZDA","LINEA STANDARD",2010,"NEGRO",6,4,9
"4105",2018-06-04,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Lunes","13:01:00","TIMIZA E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",26,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","TECNOLOGO","AUTOMOVIL","CHEVROLET","SPARK",2016,"GRIS",6,4,13
"4107",2018-06-04,"NORTE DE SANTANDER","TIBÚ","Lunes","0:00:00","VEREDA CARBONERAS (TIBU)","RURAL","CARRETERA","ARMA DE FUEGO","A PIE","A PIE",29,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","NISSAN","D22/NP300",2014,"BLANCO",6,4,0
"4108",2018-06-04,"SANTANDER","BARRANCABERMEJA","Lunes","9:00:00","VDA. PUERTO TOMAS","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",56,"MASCULINO","CASADO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","RETROEXCAVADORA","CATERPILLAR","416CIT",2015,"AMARILLO TRANSITO",6,4,9
"4109",2018-06-04,"SANTANDER","LEBRIJA","Lunes","8:30:00","VDA. SAN NICOLAS","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO VEHICULO","CONDUCTOR VEHICULO",70,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","AUTOMOVIL","CHEVROLET","LUV",1995,"ROJO",6,4,8
"4110",2018-06-04,"VALLE","CALI (CT)","Lunes","18:00:00","PASOANCHO E10","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",57,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","ADMINISTRACION  DE EMPRESAS","SUPERIOR","CAMPERO","CHEVROLET","VITARA",1996,"AZUL",6,4,18
"4111",2018-06-04,"VALLE","CALI (CT)","Lunes","8:30:00","CALYPSO E13","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",22,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323",1988,"BLANCO",6,4,8
"4112",2018-06-04,"VALLE","CALI (CT)","Lunes","11:45:00","CGTO LA VORAGINE E22","RURAL","PARQUES","LLAVE MAESTRA","A PIE","A PIE",42,"FEMENINO","SOLTERO","COLOMBIA","INDEPENDIENTE","NO REPORTADA","SECUNDARIA","AUTOMOVIL","CHEVROLET","CORSA",2007,"GRIS",6,4,11
"4113",2018-06-04,"VALLE","CALIMA","Lunes","10:30:00","BELLAVISTA","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",39,"MASCULINO","CASADO","COLOMBIA","COMERCIANTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","AUDI","Q7",2012,"NEGRO",6,4,10
"4114",2018-06-05,"ANTIOQUIA","BELLO","Martes","0:00:00","LA MADERA","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",32,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","CHEVROLET","AVEO EMOTION",2008,"BEIGE",6,5,0
"4115",2018-06-05,"ANTIOQUIA","MEDELLÍN (CT)","Martes","11:00:00","SANTO DOMINGO  1 C-1","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO TAXI","CONDUCTOR TAXI",45,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","TAXI","HYUNDAI","I10 GL 1.1",2013,"AMARILLO",6,5,11
"4116",2018-06-05,"ANTIOQUIA","MEDELLÍN (CT)","Martes","6:30:00","JESUS NAZARENO C-10","URBANA","SECTOR COMERCIO","SIN EMPLEO DE ARMAS","A PIE","A PIE",54,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","TECNOLOGO","AUTOMOVIL","CHEVROLET","CORSA WIND",2005,"PLATA",6,5,6
"4117",2018-06-05,"ANTIOQUIA","MEDELLÍN (CT)","Martes","7:30:00","DOCE DE OCTUBRE 2 C-6","URBANA","SECTOR RESIDENCIAS","LLAVE MAESTRA","A PIE","A PIE",36,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","KIA","SPORTAGE",2015,"GRIS",6,5,7
"4118",2018-06-05,"ANTIOQUIA","MEDELLÍN (CT)","Martes","13:20:00","MANRIQUE CENTRAL No. 1  C-4","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","ARMA DE FUEGO","CONDUCTOR MOTOCICLETA","CONDUCTOR MOTOCICLETA",41,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","NISSAN","X-TRAIL i",2014,"NEGRO",6,5,13
"4119",2018-06-05,"ANTIOQUIA","SANTO DOMINGO","Martes","6:00:00","EL LIMON","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO VEHICULO","CONDUCTOR VEHICULO",55,"MASCULINO","UNION LIBRE","COLOMBIA","NO REPORTA","DESCONOCIDO","PRIMARIA","CAMION","AC","LINEA STANDARD",2015,"NEGRO GRAFITO",6,5,6
"4120",2018-06-05,"ATLÁNTICO","BARRANQUILLA (CT)","Martes","3:39:00","PINAR DEL RIO","URBANA","LAVA-AUTOS","LLAVE MAESTRA","A PIE","A PIE",36,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","CAMIONETA","TOYOTA","ARAYA",2016,"NEGRO Y BLANCO",6,5,3
"4121",2018-06-05,"CAUCA","POPAYÁN (CT)","Martes","9:02:00","LA LADERA","URBANA","PARQUEADERO","SIN EMPLEO DE ARMAS","A PIE","A PIE",59,"FEMENINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","MAZDA","B 2200",1995,"ROJO",6,5,9
"4122",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","0:00:00","EL VERBENAL III SECTOR E-1","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",35,"MASCULINO","SOLTERO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","NO REPORTADO","AUTOMOVIL","RENAULT","LOGAN",2012,"BLANCO",6,5,0
"4123",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","22:00:00","PERPETUO SOCORRO E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",32,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMIONETA","CHEVROLET","NKR",2003,"BLANCO",6,5,22
"4124",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","10:00:00","OLAYA E-18","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",47,"FEMENINO","CASADO","COLOMBIA","DESEMPLEADO","DESCONOCIDO","TECNICO","AUTOMOVIL","CHEVROLET","SPARK",2015,"GRIS",6,5,10
"4125",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","10:00:00","SAN PABLO JERICÓ E-9","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","CONDUCTOR MOTOCICLETA","CONDUCTOR VEHICULO",46,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","CAMION","CHEVROLET","LINEA STANDARD",2007,"ROJO",6,5,10
"4126",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","8:00:00","VOTO NACIONAL E-14","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",36,"MASCULINO","SOLTERO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","TECNICO","CAMIONETA","TOYOTA","HILUX",2000,"VERDE",6,5,8
"4127",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","2:00:00","PALERMO SUR E-18","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","CONDUCTOR VEHICULO",46,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","MAZDA","323 NX",1990,"BLANCO",6,5,2
"4128",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","23:15:00","CORABASTOS E-8","URBANA","PARQUEADERO","LLAVE MAESTRA","A PIE","A PIE",42,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","PRIMARIA","CAMIONETA","CHEVROLET","NHR",2011,"BLANCO",6,5,23
"4129",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","11:40:00","SANTA BARBARA E-1","URBANA","PARQUEADERO","SIN EMPLEO DE ARMAS","A PIE","A PIE",35,"MASCULINO","SOLTERO","DESCONOCIDO","NO REPORTA","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","HYUNDAI","GET Z GL",2008,"BEIGE",6,5,11
"4130",2018-06-05,"CUNDINAMARCA","BOGOTÁ D.C. (CT)","Martes","13:50:00","URB. CIUDAD KENNEDY ORIENTAL SPMZ 3 E-8","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",77,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","CAMPERO","TOYOTA","LAND CRUISER",1989,"VERDE",6,5,13
"4132",2018-06-05,"CUNDINAMARCA","SOACHA","Martes","7:30:00","PARQUES DE SAN MATEO II","URBANA","VIAS PUBLICAS","NO REPORTADO","A PIE","A PIE",48,"MASCULINO","CASADO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","CHEVROLET","LINEA STANDARD",2015,"BLANCO",6,5,7
"4133",2018-06-05,"HUILA","NEIVA (CT)","Martes","9:00:00","SANTA INES","URBANA","CASA EN CONJUNTO CERRADO","SIN EMPLEO DE ARMAS","A PIE","A PIE",42,"MASCULINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","AUTOMOVIL","RENAULT","MEGANE",2005,"GRIS PLATINO",6,5,9
"4134",2018-06-05,"NORTE DE SANTANDER","CÚCUTA (CT)","Martes","0:00:00","CORREGIMIENTO SAN FAUSTINO","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",35,"MASCULINO","CASADO","DESCONOCIDO","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","CAMIONETA","ISUZU","2WD",1987,"GRIS",6,5,0
"4135",2018-06-05,"SANTANDER","CIMITARRA","Martes","17:00:00","EL CENTRO","RURAL","VIAS PUBLICAS","ARMA DE FUEGO","CONDUCTOR MOTOCICLETA","CONDUCTOR VEHICULO",30,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","DESCONOCIDO","SUPERIOR","VEHICULO-PANEL","MAZDA","ALLN6M",2018,"ROJO",6,5,17
"4136",2018-06-05,"SANTANDER","PIEDECUESTA","Martes","1:00:00","HOYO GRANDE","URBANA","VIAS PUBLICAS","ARMA BLANCA / CORTOPUNZANTE","PASAJERO TAXI","CONDUCTOR TAXI",60,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","TAXI","CHEVROLET","SPARK GT",2014,"AMARILLO",6,5,1
"4137",2018-06-05,"SANTANDER","SAN JOSÉ DE MIRANDA","Martes","0:00:00","VRDA  SALADO BRAVO","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE",45,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","CAMIONETA","CHEVROLET","LUV TFR",1994,"BLANCO",6,5,0
"4138",2018-06-05,"VALLE","CALI (CT)","Martes","11:30:00","EL LIMONAR E17","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",35,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","TERAPIA DEL LENGUAJE","SUPERIOR","CAMIONETA","KIA","NEW SPORTAGE LX",2014,"ROJO",6,5,11
"4139",2018-06-05,"VALLE","CALI (CT)","Martes","14:30:00","NUEVA FLORESTA E12","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",34,"MASCULINO","CASADO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","KIA","NEW SPORTAGE LX",2014,"BLANCO",6,5,14
"4140",2018-06-05,"VALLE","CALI (CT)","Martes","21:10:00","CAÑAVERALES - LOS SAMANES E17","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","PASAJERO MOTOCICLETA","CONDUCTOR VEHICULO",38,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","AUTOMOVIL","BMW","116 i",2013,"BLANCO",6,5,21
"4141",2018-06-05,"VALLE","CALI (CT)","Martes","14:25:00","LOS CHORROS E18","URBANA","VIAS PUBLICAS","ARMA DE FUEGO","A PIE","A PIE",32,"MASCULINO","UNION LIBRE","COLOMBIA","COMERCIANTE","DESCONOCIDO","SECUNDARIA","CAMIONETA","HYUNDAI","TUCSON iX35 GL",2012,"PLATA",6,5,14
"4142",2018-06-05,"VALLE","GUADALAJARA DE BUGA","Martes","9:00:00","EL CARMELO","URBANA","VIAS PUBLICAS","LLAVE MAESTRA","A PIE","A PIE",35,"MASCULINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SUPERIOR","AUTOMOVIL","CHEVROLET","SPARK",2018,"BLANCO",6,5,9
"4143",2018-06-06,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","15:00:00","GRANIZAL C-1","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE",35,"FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","CAMIONETA","CHEVROLET","LUV",1983,"ROJO",6,6,15
"4144",2018-06-06,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","6:00:00","CERRO EL VOLADOR C-7","URBANA","SECTOR RESIDENCIAS","LLAVE MAESTRA","A PIE","A PIE",53,"MASCULINO","SEPARADO","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","FOTON","BJ5031V3DD3-1",2012,"BLANCO",6,6,6
"4145",2018-06-06,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","5:00:00","SANTA FE C-15","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","LLAVE MAESTRA","A PIE","A PIE",35,"FEMENINO","SOLTERO","COLOMBIA","NO REPORTA","DESCONOCIDO","SUPERIOR","AUTOMOVIL","KIA","PICANTO LX",2016,"PLATA",6,6,5
"4146",2018-06-06,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","13:30:00","FERRINI C-12","URBANA","SECTOR COMERCIO","ARMA DE FUEGO","A PIE","CONDUCTOR VEHICULO",53,"MASCULINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","DESCONOCIDO","SECUNDARIA","AUTOMOVIL","TOYOTA","HILUX",1993,"BLANCO",6,6,13
"4147",2018-06-06,"ANTIOQUIA","MEDELLÍN (CT)","Miércoles","6:30:00","LA CASTELLANA C-11","URBANA","FRENTE A RESIDENCIAS - VIA PUBLICA","ARMA DE FUEGO","A PIE","A PIE",23,"FEMENINO","SOLTERO","COLOMBIA","NO REPORTA","DESCONOCIDO","SUPERIOR","AUTOMOVIL","RENAULT","DESCONOCIDA",2010,"BLANCO",6,6,6
